system:index,MATCH1_x,mean
0000000000000000041b,36Census Tract 26847,0.090258743
0000000000000000041d,36Census Tract 56447,0.131342217
424,36Census Tract 8247,0.078880601
425,36Census Tract 28947,0.085241899
426,36Census Tract 78447,0.12567871
427,36Census Tract 57147,0.085022575
428,36Census Tract 30347,0.103109035
429,36Census Tract 86247,0.074301235
0000000000000000042a,36Census Tract 111047,0.20891467
0000000000000000042b,36Census Tract 4347,0.079949405
0000000000000000042c,36Census Tract 317.0247,0.101958048
0000000000000000042d,36Census Tract 33747,0.103843488
434,36Census Tract 43847,0.114256854
435,36Census Tract 35147,0.077791535
436,36Census Tract 36147,0.078574537
437,36Census Tract 38347,0.092819229
438,36Census Tract 39447,0.11095567
439,36Census Tract 42447,0.080303848
0000000000000000043a,36Census Tract 44747,0.047418316
0000000000000000043b,36Census Tract 47247,0.129212055
0000000000000000043c,36Census Tract 49147,0.076985089
0000000000000000043d,36Census Tract 50347,0.072159221
0000000000000000043e,36Census Tract 55247,0.079909008
0000000000000000047b,36Census Tract 56647,0.122198915
0000000000000000047c,36Census Tract 56547,0.054951872
0000000000000000047d,36Census Tract 57547,0.067689165
0000000000000000047e,36Census Tract 57647,0.104607404
0000000000000000047f,36Census Tract 56847,0.117498075
480,36Census Tract 56947,0.0640538
481,36Census Tract 57847,0.101018128
482,36Census Tract 57047,0.096709131
483,36Census Tract 57347,0.064015479
484,36Census Tract 59047,0.114125214
487,36Census Tract 58047,0.098480499
488,36Census Tract 58847,0.085471514
489,36Census Tract 594.0147,0.102444935
0000000000000000048a,36Census Tract 83647,0.080803476
0000000000000000048b,36Census Tract 85447,0.140523508
0000000000000000048c,36Census Tract 84047,0.101957313
0000000000000000048d,36Census Tract 85047,0.13349469
0000000000000000048f,36Census Tract 90847,0.102102106
491,36Census Tract 90047,0.090104485
492,36Census Tract 92047,0.114425925
493,36Census Tract 90247,0.099651783
494,36Census Tract 90647,0.133556002
495,36Census Tract 91047,0.140460326
496,36Census Tract 93447,0.093210565
497,36Census Tract 91847,0.141245988
498,36Census Tract 92247,0.099853233
499,36Census Tract 93047,0.071106767
0000000000000000049a,36Census Tract 93647,0.089217457
0000000000000000049b,36Census Tract 65647,0.116861653
000000000000000004a0,36Census Tract 59247,0.095472019
000000000000000004a1,36Census Tract 60647,0.079878541
000000000000000004a2,36Census Tract 63247,0.113241936
000000000000000004a3,36Census Tract 59147,0.121183982
000000000000000004a4,36Census Tract 69047,0.108229002
000000000000000004a5,36Census Tract 80047,0.106706165
000000000000000004a6,36Census Tract 73047,0.111619311
000000000000000004a7,36Census Tract 74247,0.109391286
000000000000000004a8,36Census Tract 78047,0.126865815
000000000000000004a9,36Census Tract 84647,0.092084799
000000000000000004aa,36Census Tract 87247,0.10527629
000000000000000004ab,36Census Tract 88047,0.071201049
000000000000000004ac,36Census Tract 91247,0.145491961
000000000000000004ad,36Census Tract 98247,0.204392345
000000000000000004ae,36Census Tract 99247,0.110464868
000000000000000004af,36Census Tract 115047,0.116247829
000000000000000004b0,36Census Tract 15047,0.099928707
000000000000000004b1,36Census Tract 116247,0.143440254
000000000000000004b2,36Census Tract 119047,0.119552128
000000000000000004b3,36Census Tract 147,0.101212804
000000000000000004b4,36Census Tract 147,0.101212804
000000000000000004b5,36Census Tract 147,0.101212804
000000000000000004b6,36Census Tract 147,0.101212804
000000000000000004b9,36Census Tract 247,0.042495619
000000000000000004ba,36Census Tract 3.0147,0.116964431
000000000000000004bb,36Census Tract 14247,0.09367761
000000000000000004bc,36Census Tract 14547,0.078951956
000000000000000004bd,36Census Tract 14747,0.112447033
000000000000000004be,36Census Tract 14947,0.109666279
000000000000000004bf,36Census Tract 15347,0.091389717
000000000000000004c0,36Census Tract 14147,0.091716772
000000000000000004c1,36Census Tract 16347,0.089552302
000000000000000004c2,36Census Tract 15947,0.111560229
000000000000000004c3,36Census Tract 16147,0.093087382
000000000000000004c4,36Census Tract 16247,0.132139416
000000000000000004c5,36Census Tract 16547,0.101214253
000000000000000004c6,36Census Tract 16747,0.10289585
000000000000000004c8,36Census Tract 16947,0.11101726
000000000000000004c9,36Census Tract 17147,0.128726584
000000000000000004ca,36Census Tract 17247,0.088530345
000000000000000004cc,36Census Tract 88247,0.085665862
000000000000000004cd,36Census Tract 85647,0.09723599
000000000000000004ce,36Census Tract 86047,0.075554039
000000000000000004cf,36Census Tract 86447,0.089106518
000000000000000004d0,36Census Tract 87047,0.10892326
000000000000000004d1,36Census Tract 874.0147,0.098871284
000000000000000004d2,36Census Tract 87647,0.101492745
000000000000000004d3,36Census Tract 87847,0.079173757
000000000000000004d5,36Census Tract 59847,0.117952168
000000000000000004d8,36Census Tract 60047,0.100667933
000000000000000004db,36Census Tract 63647,0.13088557
000000000000000004dc,36Census Tract 63847,0.143332808
000000000000000004dd,36Census Tract 64047,0.137083971
000000000000000004de,36Census Tract 64447,0.122837131
000000000000000004df,36Census Tract 65047,0.105852716
4.00E+00,36Census Tract 95647,0.105762572
4.00E+01,36Census Tract 944.0147,0.076520186
4.00E+02,36Census Tract 95047,0.110163818
4.00E+03,36Census Tract 95447,0.102841161
000000000000000004ea,36Census Tract 747,0.10579037
000000000000000004eb,36Census Tract 947,0.054060047
000000000000000004ec,36Census Tract 1147,0.065824017
000000000000000004ed,36Census Tract 2047,0.04761232
000000000000000004ee,36Census Tract 3147,0.181322564
000000000000000004f0,36Census Tract 2247,0.056421355
000000000000000004f1,36Census Tract 29.0147,0.136455062
000000000000000004f2,36Census Tract 3747,0.035593956
000000000000000004f3,36Census Tract 3947,0.084816162
514,36Census Tract 18047,0.095592972
515,36Census Tract 17847,0.090207453
516,36Census Tract 17947,0.102484647
517,36Census Tract 18247,0.077462601
518,36Census Tract 18747,0.120443122
519,36Census Tract 18347,0.11841891
0000000000000000051a,36Census Tract 185.0147,0.126644551
0000000000000000051b,36Census Tract 18647,0.082237421
0000000000000000051c,36Census Tract 19047,0.068804754
0000000000000000051d,36Census Tract 19147,0.085712669
0000000000000000051e,36Census Tract 19247,0.088841222
0000000000000000051f,36Census Tract 19647,0.081670767
520,36Census Tract 19747,0.118724778
521,36Census Tract 19847,0.086033645
522,36Census Tract 19947,0.08490154
523,36Census Tract 20047,0.087158623
524,36Census Tract 20347,0.070805467
526,36Census Tract 20447,0.097312586
527,36Census Tract 20647,0.100330773
528,36Census Tract 20747,0.09673788
0000000000000000053e,36Census Tract 21847,0.081437621
541,36Census Tract 20847,0.079115979
542,36Census Tract 21047,0.080722943
543,36Census Tract 21447,0.094038451
544,36Census Tract 21947,0.092261403
716,36Census Tract 12647,0.117579074
717,36Census Tract 27147,0.098197849
719,36Census Tract 46047,0.147165609
729,36Census Tract 150247,0.142931611
0000000000000000074a,36Census Tract 21147,0.11071828
751,36Census Tract 48547,0.057042762
767,36Census Tract 123747,0.061286952
000000000000000007d8,36Census Tract 516.0147,0.071135843
000000000000000007db,36Census Tract 610.0347,0.053608186
000000000000000007dc,36Census Tract 610.0447,0.063690167
7.00E+01,36Census Tract 798.0147,0.123069517
7.00E+02,36Census Tract 798.0247,0.084760031
7.00E+03,36Census Tract 1058.0147,0.199431383
905,36Census Tract 5.0247,0.082430949
0000000000000000090d,36Census Tract 356.0247,0.102843937
0000000000000000090e,36Census Tract 374.0147,0.11861522
0000000000000000090f,36Census Tract 374.0247,0.126847025
910,36Census Tract 508.0347,0.066967137
911,36Census Tract 508.0447,0.105556447
912,36Census Tract 510.0247,0.090391093
913,36Census Tract 1547,0.087303521
921,36Census Tract 66047,0.129523226
922,36Census Tract 65247,0.13247184
923,36Census Tract 68847,0.114562639
924,36Census Tract 69247,0.131194451
925,36Census Tract 65847,0.129211244
926,36Census Tract 66247,0.103144944
927,36Census Tract 67247,0.089631083
928,36Census Tract 67447,0.12387597
929,36Census Tract 70047,0.129475562
0000000000000000092a,36Census Tract 67647,0.105045916
0000000000000000092b,36Census Tract 68047,0.105263627
0000000000000000092c,36Census Tract 68247,0.108016071
0000000000000000092e,36Census Tract 72247,0.076758603
0000000000000000092f,36Census Tract 72047,0.083156945
930,36Census Tract 72447,0.080893192
931,36Census Tract 72647,0.100749124
932,36Census Tract 22747,0.073123476
933,36Census Tract 73247,0.107289513
936,36Census Tract 22047,0.066704505
937,36Census Tract 22447,0.058443076
938,36Census Tract 22647,0.049504334
939,36Census Tract 22847,0.069795993
0000000000000000093a,36Census Tract 23447,0.083292964
0000000000000000093b,36Census Tract 23047,0.067081155
0000000000000000093c,36Census Tract 23147,0.097979105
0000000000000000093d,36Census Tract 23347,0.119208694
0000000000000000093e,36Census Tract 23547,0.085122457
0000000000000000093f,36Census Tract 23647,0.078608977
940,36Census Tract 24447,0.086890947
941,36Census Tract 22147,0.093669024
942,36Census Tract 24047,0.081823515
943,36Census Tract 24247,0.096700216
944,36Census Tract 24547,0.090815563
945,36Census Tract 24647,0.088619739
946,36Census Tract 24847,0.068351367
947,36Census Tract 24947,0.101358737
948,36Census Tract 25047,0.075946365
949,36Census Tract 25147,0.116608656
0000000000000000094a,36Census Tract 25247,0.074261145
0000000000000000094b,36Census Tract 25347,0.103181872
0000000000000000094c,36Census Tract 25647,0.082446755
0000000000000000094d,36Census Tract 35747,0.165465587
0000000000000000094e,36Census Tract 25747,0.068787703
0000000000000000094f,36Census Tract 259.0147,0.089561513
950,36Census Tract 26047,0.085629897
951,36Census Tract 34947,0.082152057
952,36Census Tract 35047,0.113071225
953,36Census Tract 35447,0.107173104
954,36Census Tract 35547,0.059817793
955,36Census Tract 35947,0.088203988
956,36Census Tract 73447,0.120154606
957,36Census Tract 75647,0.170003509
958,36Census Tract 73647,0.122565333
959,36Census Tract 74847,0.127188911
0000000000000000095a,36Census Tract 74047,0.10029775
0000000000000000095b,36Census Tract 74447,0.123842038
0000000000000000095c,36Census Tract 74647,0.105667071
0000000000000000095d,36Census Tract 75847,0.177147872
0000000000000000095e,36Census Tract 76047,0.145984858
0000000000000000095f,36Census Tract 76247,0.137982152
960,36Census Tract 76647,0.157536336
961,36Census Tract 77047,0.130252989
962,36Census Tract 95847,0.096840104
963,36Census Tract 97047,0.087477652
964,36Census Tract 96247,0.087246951
965,36Census Tract 96447,0.097835152
966,36Census Tract 96847,0.097963459
967,36Census Tract 97447,0.085526926
968,36Census Tract 98447,0.099084681
969,36Census Tract 98647,0.106414229
0000000000000000096a,36Census Tract 99047,0.117341066
0000000000000000096b,36Census Tract 99447,0.149412219
0000000000000000096d,36Census Tract 100447,0.093594087
0000000000000000096e,36Census Tract 100847,0.100762605
0000000000000000096f,36Census Tract 27047,0.09315684
970,36Census Tract 101047,0.105571122
971,36Census Tract 101247,0.128124845
972,36Census Tract 101447,0.117916789
973,36Census Tract 101647,0.145141476
975,36Census Tract 26247,0.099866151
976,36Census Tract 26347,0.147072076
977,36Census Tract 26447,0.075816931
978,36Census Tract 26647,0.082914626
979,36Census Tract 26747,0.113687331
0000000000000000097a,36Census Tract 27247,0.089267382
0000000000000000097b,36Census Tract 27747,0.097057862
0000000000000000097c,36Census Tract 27447,0.076978067
0000000000000000097d,36Census Tract 27547,0.105525797
0000000000000000097e,36Census Tract 27647,0.066792272
0000000000000000097f,36Census Tract 27847,0.079421979
980,36Census Tract 28147,0.091284047
981,36Census Tract 28447,0.0763183
982,36Census Tract 285.0247,0.153505125
984,36Census Tract 28747,0.076065733
985,36Census Tract 28847,0.080045817
986,36Census Tract 29047,0.075793637
987,36Census Tract 29147,0.088345645
988,36Census Tract 29847,0.070989556
0000000000000000098a,36Census Tract 29347,0.097439619
0000000000000000098b,36Census Tract 29747,0.129926195
0000000000000000098c,36Census Tract 29947,0.137663615
0000000000000000098d,36Census Tract 30047,0.062837356
0000000000000000098e,36Census Tract 360.0147,0.042783993
0000000000000000098f,36Census Tract 37047,0.112508508
990,36Census Tract 37147,0.085874101
991,36Census Tract 37347,0.089837131
992,36Census Tract 37547,0.071559283
993,36Census Tract 37747,0.11056126
994,36Census Tract 365.0147,0.10322893
995,36Census Tract 37947,0.093799983
996,36Census Tract 36247,0.057694242
997,36Census Tract 36447,0.073567154
998,36Census Tract 365.0247,0.085098468
999,36Census Tract 36647,0.104282526
0000000000000000099a,36Census Tract 36947,0.081006217
0000000000000000099b,36Census Tract 38247,0.185784793
0000000000000000099c,36Census Tract 38647,0.094285002
0000000000000000099d,36Census Tract 38747,0.080102797
0000000000000000099e,36Census Tract 39147,0.059875369
0000000000000000099f,36Census Tract 38847,0.090035213
000000000000000009a0,36Census Tract 38947,0.069369347
000000000000000009a1,36Census Tract 39047,0.105200796
000000000000000009a2,36Census Tract 39347,0.063084001
000000000000000009a3,36Census Tract 78247,0.135926917
000000000000000009a4,36Census Tract 77247,0.143342226
000000000000000009a5,36Census Tract 77447,0.08410209
000000000000000009a6,36Census Tract 77647,0.128361874
000000000000000009a8,36Census Tract 58447,0.086225449
000000000000000009a9,36Census Tract 7747,0.079276583
000000000000000009aa,36Census Tract 462.0147,0.13294747
000000000000000009ab,36Census Tract 36747,0.078779437
000000000000000009ac,36Census Tract 3047,0.091504549
000000000000000009ad,36Census Tract 30647,0.07991719
000000000000000009ae,36Census Tract 30747,0.114628305
000000000000000009af,36Census Tract 30147,0.103079801
000000000000000009b0,36Census Tract 31147,0.078054277
000000000000000009b1,36Census Tract 32847,0.103280629
000000000000000009b3,36Census Tract 31547,0.083170772
000000000000000009b4,36Census Tract 317.0147,0.099466916
000000000000000009b5,36Census Tract 30247,0.082745458
000000000000000009b6,36Census Tract 31947,0.088004314
000000000000000009b7,36Census Tract 32347,0.085717571
000000000000000009b8,36Census Tract 32747,0.085995942
000000000000000009ba,36Census Tract 33147,0.08115721
000000000000000009bb,36Census Tract 33547,0.101098001
000000000000000009bc,36Census Tract 33947,0.099587275
000000000000000009bd,36Census Tract 34147,0.131938623
000000000000000009be,36Census Tract 34247,0.110572964
000000000000000009bf,36Census Tract 40347,0.115158581
000000000000000009c0,36Census Tract 34347,0.119460988
000000000000000009c1,36Census Tract 34547,0.115219876
000000000000000009c3,36Census Tract 40547,0.101674361
000000000000000009c4,36Census Tract 41347,0.10421782
000000000000000009c5,36Census Tract 41147,0.108029464
000000000000000009c6,36Census Tract 41247,0.079015227
000000000000000009c7,36Census Tract 39547,0.074841392
000000000000000009c8,36Census Tract 39647,0.128736749
000000000000000009c9,36Census Tract 39747,0.092948563
000000000000000009ca,36Census Tract 39847,0.086467532
000000000000000009cb,36Census Tract 39947,0.088255007
000000000000000009cc,36Census Tract 40047,0.093270767
000000000000000009cd,36Census Tract 40247,0.093554739
000000000000000009ce,36Census Tract 414.0147,0.141202642
000000000000000009cf,36Census Tract 41947,0.113130979
000000000000000009d0,36Census Tract 41547,0.096019884
000000000000000009d1,36Census Tract 41647,0.09772133
000000000000000009d2,36Census Tract 41847,0.090777301
000000000000000009d3,36Census Tract 42147,0.085777298
000000000000000009d4,36Census Tract 42347,0.067996548
000000000000000009d5,36Census Tract 42547,0.070961661
000000000000000009d6,36Census Tract 42947,0.088819386
000000000000000009d7,36Census Tract 42647,0.07172436
000000000000000009d8,36Census Tract 42747,0.067583318
000000000000000009d9,36Census Tract 42847,0.075630057
000000000000000009da,36Census Tract 43047,0.085494394
000000000000000009db,36Census Tract 43147,0.071571899
000000000000000009dc,36Census Tract 21247,0.083032548
000000000000000009dd,36Census Tract 39247,0.090208919
000000000000000009de,36Census Tract 414.0247,0.154863107
000000000000000009df,36Census Tract 19447,0.088627827
9.00E+00,36Census Tract 58247,0.09773854
9.00E+01,36Census Tract 1176.0247,0.107458377
9.00E+02,36Census Tract 41747,0.113616072
9.00E+03,36Census Tract 89847,0.128280876
9.00E+04,36Census Tract 72847,0.08764897
9.00E+05,36Census Tract 360.0247,0.032302441
9.00E+06,36Census Tract 98847,0.093970151
9.00E+07,36Census Tract 59647,0.096974292
9.00E+08,36Census Tract 68647,0.147470888
9.00E+09,36Census Tract 25447,0.076354357
000000000000000009ea,36Census Tract 32147,0.078750501
000000000000000009eb,36Census Tract 81647,0.100448215
000000000000000009ec,36Census Tract 78847,0.094154212
000000000000000009ed,36Census Tract 19547,0.126071182
000000000000000009ee,36Census Tract 44847,0.181364821
000000000000000009ef,36Census Tract 43447,0.081165506
000000000000000009f0,36Census Tract 7447,0.064248061
000000000000000009f1,36Census Tract 43247,0.070137745
000000000000000009f2,36Census Tract 43347,0.096377395
000000000000000009f3,36Census Tract 43547,0.086930049
000000000000000009f4,36Census Tract 43947,0.06550528
000000000000000009f5,36Census Tract 44047,0.115375251
000000000000000009f6,36Census Tract 44447,0.119093297
000000000000000009f7,36Census Tract 44147,0.069361626
000000000000000009f8,36Census Tract 44247,0.118790847
000000000000000009f9,36Census Tract 44347,0.067566646
000000000000000009fa,36Census Tract 44547,0.067696288
000000000000000009fb,36Census Tract 44647,0.081655616
000000000000000009fc,36Census Tract 45247,0.141328413
000000000000000009fd,36Census Tract 45347,0.048118056
000000000000000009fe,36Census Tract 79047,0.074305137
000000000000000009ff,36Census Tract 45447,0.107466732
00000000000000000a00,36Census Tract 79447,0.073716808
00000000000000000a01,36Census Tract 78647,0.094783779
00000000000000000a02,36Census Tract 79247,0.07379648
00000000000000000a03,36Census Tract 80447,0.083953152
00000000000000000a04,36Census Tract 80647,0.100112374
00000000000000000a05,36Census Tract 75447,0.166022373
00000000000000000a06,36Census Tract 48247,0.105510044
00000000000000000a07,36Census Tract 7847,0.077902573
00000000000000000a08,36Census Tract 285.0147,0.056460564
00000000000000000a09,36Census Tract 26147,0.088310301
00000000000000000a0a,36Census Tract 67847,0.117386531
00000000000000000a0b,36Census Tract 9047,0.106253504
00000000000000000a0c,36Census Tract 18147,0.129169464
00000000000000000a0d,36Census Tract 80247,0.107145308
00000000000000000a0e,36Census Tract 83847,0.111742672
00000000000000000a0f,36Census Tract 55147,0.047167534
00000000000000000a10,36Census Tract 19347,0.143224035
00000000000000000a11,36Census Tract 20247,0.091205868
00000000000000000a12,36Census Tract 86847,0.066805979
00000000000000000a13,36Census Tract 99647,0.108821016
00000000000000000a14,36Census Tract 42047,0.099724456
00000000000000000a15,36Census Tract 65447,0.141679245
00000000000000000a16,36Census Tract 40447,0.075480662
00000000000000000a17,36Census Tract 4147,0.097987134
00000000000000000a18,36Census Tract 32947,0.079855762
00000000000000000a19,36Census Tract 13947,0.087048065
00000000000000000a1a,36Census Tract 92847,0.074993794
00000000000000000a1b,36Census Tract 2347,0.160522446
00000000000000000a1c,36Census Tract 16047,0.078691638
00000000000000000a1d,36Census Tract 36347,0.099989578
00000000000000000a1e,36Census Tract 128.0147,0.135489423
00000000000000000a1f,36Census Tract 47447,0.118830579
00000000000000000a20,36Census Tract 46847,0.186063838
00000000000000000a21,36Census Tract 47047,0.121810277
00000000000000000a22,36Census Tract 45847,0.154537801
00000000000000000a23,36Census Tract 462.0247,0.124927255
00000000000000000a24,36Census Tract 46447,0.111622038
00000000000000000a25,36Census Tract 47647,0.102950345
00000000000000000a26,36Census Tract 47747,0.076195912
00000000000000000a27,36Census Tract 47847,0.08712664
00000000000000000a28,36Census Tract 48047,0.111123272
00000000000000000a29,36Census Tract 48147,0.083064479
00000000000000000a2a,36Census Tract 81447,0.098739944
00000000000000000a2b,36Census Tract 82847,0.079739069
00000000000000000a2c,36Census Tract 82047,0.071571196
00000000000000000a2d,36Census Tract 82247,0.08490841
00000000000000000a2e,36Census Tract 82647,0.088313657
00000000000000000a2f,36Census Tract 83047,0.111413488
00000000000000000a30,36Census Tract 83247,0.110359379
00000000000000000a31,36Census Tract 83447,0.118682459
00000000000000000a32,36Census Tract 24147,0.072224415
00000000000000000a33,36Census Tract 57447,0.105742567
00000000000000000a34,36Census Tract 102447,0.092098895
00000000000000000a35,36Census Tract 48447,0.119811866
00000000000000000a36,36Census Tract 21747,0.087684726
00000000000000000a37,36Census Tract 26547,0.106115828
00000000000000000a38,36Census Tract 29547,0.103371257
00000000000000000a39,36Census Tract 15147,0.09785609
00000000000000000a3a,36Census Tract 55847,0.111888369
00000000000000000a3b,36Census Tract 7647,0.080497919
00000000000000000a3c,36Census Tract 12247,0.070021055
00000000000000000a3d,36Census Tract 10247,0.082380391
00000000000000000a3e,36Census Tract 40947,0.104478778
00000000000000000a3f,36Census Tract 116847,0.101357036
00000000000000000a40,36Census Tract 96647,0.095931535
00000000000000000a43,36Census Tract 42247,0.105585945
00000000000000000a44,36Census Tract 73847,0.095434499
00000000000000000a45,36Census Tract 54647,0.099552815
00000000000000000a47,36Census Tract 31347,0.074169128
00000000000000000a48,36Census Tract 81047,0.117944477
00000000000000000a49,36Census Tract 85847,0.104356682
00000000000000000a4a,36Census Tract 13547,0.094720717
00000000000000000a4b,36Census Tract 32547,0.091237348
00000000000000000a4c,36Census Tract 49347,0.115446727
00000000000000000a4d,36Census Tract 49447,0.117138875
00000000000000000a4e,36Census Tract 48847,0.106326993
00000000000000000a4f,36Census Tract 49047,0.111997585
00000000000000000a50,36Census Tract 49247,0.098550423
00000000000000000a51,36Census Tract 49647,0.089436632
00000000000000000a52,36Census Tract 49747,0.062978357
00000000000000000a53,36Census Tract 50147,0.055115741
00000000000000000a54,36Census Tract 49847,0.102631306
00000000000000000a55,36Census Tract 49947,0.072824877
00000000000000000a56,36Census Tract 50047,0.12192805
00000000000000000a8a,36Census Tract 112647,0.088118939
00000000000000000a92,36Census Tract 101847,0.150483497
00000000000000000a93,36Census Tract 102047,0.133115675
00000000000000000a94,36Census Tract 102647,0.1037647
00000000000000000a97,36Census Tract 107847,0.097760519
00000000000000000a98,36Census Tract 112247,0.110901221
00000000000000000a99,36Census Tract 112447,0.116865409
00000000000000000a9a,36Census Tract 112847,0.092179997
00000000000000000a9b,36Census Tract 113047,0.108079833
00000000000000000a9c,36Census Tract 113247,0.103753554
00000000000000000a9d,36Census Tract 1172.0147,0.12577136
00000000000000000aa0,36Census Tract 1142.0147,0.138757052
00000000000000000aa1,36Census Tract 114647,0.122042117
00000000000000000aa2,36Census Tract 115247,0.112270995
00000000000000000aa3,36Census Tract 115647,0.078847757
00000000000000000aa4,36Census Tract 116047,0.156563068
00000000000000000aa5,36Census Tract 116447,0.128053415
00000000000000000aa6,36Census Tract 117047,0.095168353
00000000000000000aa7,36Census Tract 1172.0247,0.127183756
00000000000000000aa8,36Census Tract 117447,0.119776964
00000000000000000aa9,36Census Tract 117847,0.090324507
00000000000000000aaa,36Census Tract 1182.0147,0.113501569
00000000000000000aab,36Census Tract 1182.0247,0.122190602
00000000000000000aac,36Census Tract 118447,0.098845325
00000000000000000aad,36Census Tract 118647,0.095100939
00000000000000000aae,36Census Tract 119647,0.125581158
00000000000000000aaf,36Census Tract 118847,0.095306028
00000000000000000ab0,36Census Tract 119247,0.12718859
00000000000000000ab1,36Census Tract 119447,0.105974448
00000000000000000ab2,36Census Tract 120047,0.143352077
00000000000000000ab3,36Census Tract 120247,0.138050818
00000000000000000ab4,36Census Tract 120847,0.117571397
00000000000000000ab5,36Census Tract 121047,0.217459759
00000000000000000abf,36Census Tract 22247,0.064605602
00000000000000000ac0,36Census Tract 122047,0.14981892
00000000000000000ac1,36Census Tract 13047,0.07948853
00000000000000000ac2,36Census Tract 17047,0.096898823
00000000000000000ac3,36Census Tract 20147,0.101281796
00000000000000000ac4,36Census Tract 121447,0.198121162
00000000000000000ac5,36Census Tract 23847,0.080384229
00000000000000000ac6,36Census Tract 24747,0.065054876
00000000000000000ac7,36Census Tract 27347,0.117796746
00000000000000000ac9,36Census Tract 32647,0.092188482
00000000000000000aca,36Census Tract 52547,0.071124861
00000000000000000acb,36Census Tract 34747,0.087442697
00000000000000000acc,36Census Tract 41047,0.095514248
00000000000000000acd,36Census Tract 48647,0.07273639
00000000000000000ace,36Census Tract 59347,0.053710928
00000000000000000ad3,36Census Tract 52847,0.217052715
00000000000000000ad4,36Census Tract 53847,0.101451215
00000000000000000ad5,36Census Tract 54247,0.106194899
00000000000000000ad6,36Census Tract 64647,0.106195867
00000000000000000ad7,36Census Tract 81847,0.087403098
00000000000000000ad8,36Census Tract 75247,0.158369421
00000000000000000ad9,36Census Tract 102247,0.115481131
00000000000000000ada,36Census Tract 113447,0.090206708
00000000000000000adb,36Census Tract 115847,0.125528758
00000000000000000adc,36Census Tract 116647,0.105568446
00000000000000000b63,36Census Tract 43747,0.095924446
00000000000000000bc3,36Census Tract 152247,0.18536419
00000000000000000bcd,36Census Tract 114447,0.0766775
00000000000000000bd0,36Census Tract 15247,0.162458422
00000000000000000bdc,36Census Tract 92447,0.099130686
00000000000000000bde,36Census Tract 5.0147,0.078279468
00000000000000000be2,36Census Tract 356.0147,0.149415441
00000000000000000be4,36Census Tract 508.0147,0.070366206
00000000000000000be8,36Census Tract 510.0147,0.063604608
00000000000000000be9,36Census Tract 796.0147,0.095140445
00000000000000000bec,36Census Tract 516.0247,0.068583868
00000000000000000bed,36Census Tract 796.0247,0.075973011
00000000000000000c00,36Census Tract 93247,0.0803338
00000000000000000c02,36Census Tract 110447,0.08760707
00000000000000000c03,36Census Tract 16647,0.120074015
00000000000000000c07,36Census Tract 111647,0.069826298
00000000000000000c08,36Census Tract 30547,0.07021561
00000000000000000c17,36Census Tract 76847,0.112775838
00000000000000000c26,36Census Tract 119847,0.086407351
00000000000000000c27,36Census Tract 94647,0.091560348
00000000000000000c53,36Census Tract 6047,0.074545769
00000000000000000c58,36Census Tract 88447,0.078174144
00000000000000000c59,36Census Tract 88647,0.084139524
00000000000000000c5a,36Census Tract 89047,0.07123744
00000000000000000c5b,36Census Tract 89247,0.067600815
00000000000000000c5c,36Census Tract 89447,0.102560204
00000000000000000c5d,36Census Tract 89647,0.088267135
00000000000000000c5e,36Census Tract 4547,0.103352496
00000000000000000c5f,36Census Tract 4747,0.070345507
00000000000000000c60,36Census Tract 4947,0.089542442
00000000000000000c63,36Census Tract 5947,0.058395154
00000000000000000c64,36Census Tract 6347,0.086472643
00000000000000000c65,36Census Tract 6447,0.085140679
00000000000000000c66,36Census Tract 6547,0.103705476
00000000000000000c67,36Census Tract 6647,0.062615094
00000000000000000c68,36Census Tract 6747,0.102231064
00000000000000000c69,36Census Tract 6847,0.057129527
00000000000000000c6a,36Census Tract 7247,0.054247108
00000000000000000c6b,36Census Tract 6947,0.100807231
00000000000000000c6c,36Census Tract 7047,0.099876397
00000000000000000c6e,36Census Tract 7547,0.098587918
00000000000000000c6f,36Census Tract 8447,0.08699449
00000000000000000c70,36Census Tract 8847,0.069495214
00000000000000000c74,36Census Tract 8547,0.156382238
00000000000000000c75,36Census Tract 9647,0.089639838
00000000000000000c76,36Census Tract 9847,0.075868978
00000000000000000c77,36Census Tract 10047,0.079170386
00000000000000000c78,36Census Tract 10147,0.073427732
00000000000000000c79,36Census Tract 10647,0.072621275
00000000000000000c7a,36Census Tract 11047,0.086282264
00000000000000000c7b,36Census Tract 11247,0.064641736
00000000000000000c7c,36Census Tract 11447,0.071581977
00000000000000000c7d,36Census Tract 11647,0.103315671
00000000000000000c7e,36Census Tract 11747,0.064381847
00000000000000000c7f,36Census Tract 129.0147,0.09437731
00000000000000000c80,36Census Tract 12047,0.073074461
00000000000000000c81,36Census Tract 12147,0.064595138
00000000000000000c82,36Census Tract 12747,0.084686448
00000000000000000c83,36Census Tract 129.0247,0.105842236
00000000000000000c84,36Census Tract 13147,0.076594239
00000000000000000c85,36Census Tract 13247,0.125344617
00000000000000000c86,36Census Tract 13447,0.108357102
00000000000000000c87,36Census Tract 13647,0.09571154
00000000000000000c88,36Census Tract 13747,0.086762233
00000000000000000c89,36Census Tract 13847,0.069265261
00000000000000000ed8,41Census Tract 5.0247,0.239707456
00000000000000000edd,41Census Tract 21.0247,0.285350773
00000000000000000ee0,41Census Tract 7.0147,0.244004908
00000000000000000ee8,41Census Tract 16.0147,0.239563669
00000000000000000ee9,41Census Tract 16.0447,0.242715236
