system:index,MATCH1_x,mean
00000000000000001bac,17Census Tract 290931,0.144376663
00000000000000001bad,17Census Tract 291231,0.146403423
00000000000000001bae,17Census Tract 421231,0.134081108
00000000000000001baf,17Census Tract 8060.0331,0.161004443
00000000000000001bb0,17Census Tract 271531,0.121991796
00000000000000001bb1,17Census Tract 292231,0.143136754
00000000000000001bb2,17Census Tract 292431,0.132056026
00000000000000001bb3,17Census Tract 292531,0.117663297
00000000000000001bb4,17Census Tract 8068.0231,0.189972967
00000000000000001bb5,17Census Tract 807031,0.163854461
00000000000000001bb6,17Census Tract 271831,0.157942538
00000000000000001bb8,17Census Tract 301231,0.105393157
00000000000000001bb9,17Census Tract 300631,0.107978746
00000000000000001bba,17Census Tract 300731,0.094054445
00000000000000001bbb,17Census Tract 301131,0.118092044
00000000000000001bbc,17Census Tract 490331,0.180291952
00000000000000001bbe,17Census Tract 520331,0.157580649
00000000000000001bbf,17Census Tract 520431,0.132786095
00000000000000001bc0,17Census Tract 520531,0.174964661
00000000000000001bc1,17Census Tract 660531,0.134009986
00000000000000001bc2,17Census Tract 660631,0.115241051
00000000000000001bc3,17Census Tract 660731,0.147921199
00000000000000001bc4,17Census Tract 660831,0.132756883
00000000000000001bc5,17Census Tract 661031,0.152540339
00000000000000001bc6,17Census Tract 8025.0331,0.202941695
00000000000000001bc7,17Census Tract 280931,0.115074593
00000000000000001bc8,17Census Tract 301631,0.106504863
00000000000000001bc9,17Census Tract 490731,0.167114893
00000000000000001bca,17Census Tract 490831,0.169093919
00000000000000001bcb,17Census Tract 491031,0.181146679
00000000000000001bcc,17Census Tract 530331,0.16196757
00000000000000001bcd,17Census Tract 670331,0.167374937
00000000000000001bce,17Census Tract 670431,0.160833508
00000000000000001bcf,17Census Tract 661131,0.146537043
00000000000000001bd0,17Census Tract 670631,0.171507303
00000000000000001bd1,17Census Tract 670731,0.1602916
00000000000000001bd2,17Census Tract 670831,0.135712226
00000000000000001bd3,17Census Tract 670931,0.152782594
00000000000000001bd4,17Census Tract 260931,0.149224072
00000000000000001bd5,17Census Tract 261031,0.13137901
00000000000000001bd7,17Census Tract 310231,0.104301099
00000000000000001bd8,17Census Tract 310331,0.122819854
00000000000000001bd9,17Census Tract 310431,0.083304378
00000000000000001bda,17Census Tract 310531,0.09466157
00000000000000001bdb,17Census Tract 491231,0.159048062
00000000000000001bdc,17Census Tract 491331,0.162660581
00000000000000001bdd,17Census Tract 491431,0.147182707
00000000000000001bde,17Census Tract 560331,0.163799655
00000000000000001bdf,17Census Tract 560731,0.135769164
00000000000000001be0,17Census Tract 560831,0.144376965
00000000000000001be1,17Census Tract 560931,0.135460325
00000000000000001be2,17Census Tract 561031,0.154245453
00000000000000001be3,17Census Tract 10331,0.124807148
00000000000000001be5,17Census Tract 10631,0.114245738
00000000000000001be6,17Census Tract 20131,0.127141009
00000000000000001be7,17Census Tract 280831,0.160831499
00000000000000001be8,17Census Tract 420331,0.155554251
00000000000000001be9,17Census Tract 100231,0.178817581
00000000000000001bea,17Census Tract 20231,0.153898606
00000000000000001beb,17Census Tract 20431,0.142912541
00000000000000001bec,17Census Tract 802.0231,0.061306052
00000000000000001bed,17Census Tract 240231,0.102194282
00000000000000001bee,17Census Tract 611831,0.155693231
00000000000000001bef,17Census Tract 60231,0.105042343
00000000000000001bf0,17Census Tract 221231,0.121492733
00000000000000001bf1,17Census Tract 61231,0.084015876
00000000000000001bf2,17Census Tract 30231,0.117409801
00000000000000001bf3,17Census Tract 30331,0.127115404
00000000000000001bf4,17Census Tract 30431,0.102300591
00000000000000001bf5,17Census Tract 30931,0.085402744
00000000000000001bf6,17Census Tract 31031,0.102021148
00000000000000001bf8,17Census Tract 420631,0.133562006
00000000000000001bf9,17Census Tract 40931,0.110092369
00000000000000001bfa,17Census Tract 50231,0.109448071
00000000000000001bfc,17Census Tract 71731,0.110603255
00000000000000001bfd,17Census Tract 31831,0.102273734
00000000000000001bfe,17Census Tract 31731,0.106936084
00000000000000001bff,17Census Tract 610431,0.085398092
00000000000000001c00,17Census Tract 50631,0.116914274
00000000000000001c01,17Census Tract 50531,0.103533899
00000000000000001c02,17Census Tract 71631,0.096048827
00000000000000001c03,17Census Tract 490431,0.182490005
00000000000000001c04,17Census Tract 62331,0.107343149
00000000000000001c05,17Census Tract 630431,0.125557282
00000000000000001c06,17Census Tract 10131,0.134941046
00000000000000001c07,17Census Tract 680631,0.18600989
00000000000000001c08,17Census Tract 30531,0.10749839
00000000000000001c09,17Census Tract 814731,0.165955548
00000000000000001c0a,17Census Tract 20531,0.170178855
00000000000000001c0b,17Census Tract 81331,0.053296057
00000000000000001c0c,17Census Tract 81031,0.047363525
00000000000000001c0d,17Census Tract 170231,0.15409519
00000000000000001c0e,17Census Tract 170331,0.154101284
00000000000000001c0f,17Census Tract 170431,0.129878942
00000000000000001c10,17Census Tract 170531,0.171572644
00000000000000001c11,17Census Tract 170631,0.138334923
00000000000000001c12,17Census Tract 170731,0.135976327
00000000000000001c13,17Census Tract 170831,0.133703711
00000000000000001c14,17Census Tract 251431,0.159203044
00000000000000001c15,17Census Tract 260331,0.1322281
00000000000000001c16,17Census Tract 260531,0.114436661
00000000000000001c17,17Census Tract 260631,0.130267459
00000000000000001c18,17Census Tract 260731,0.15583073
00000000000000001c19,17Census Tract 260831,0.120710811
00000000000000001c1a,17Census Tract 50731,0.139703721
00000000000000001c1b,17Census Tract 50931,0.099935719
00000000000000001c1c,17Census Tract 51031,0.109632721
00000000000000001c1d,17Census Tract 51131,0.107266837
00000000000000001c1e,17Census Tract 51231,0.123041646
00000000000000001c1f,17Census Tract 170931,0.138977437
00000000000000001c20,17Census Tract 171031,0.138649485
00000000000000001c21,17Census Tract 171131,0.131405019
00000000000000001c22,17Census Tract 180131,0.146926611
00000000000000001c23,17Census Tract 190131,0.106990878
00000000000000001c24,17Census Tract 222231,0.103554398
00000000000000001c25,17Census Tract 222531,0.099323411
00000000000000001c26,17Census Tract 222631,0.111744313
00000000000000001c27,17Census Tract 251531,0.196415292
00000000000000001c28,17Census Tract 251631,0.183436021
00000000000000001c29,17Census Tract 251831,0.140077856
00000000000000001c2a,17Census Tract 251931,0.17551938
00000000000000001c2b,17Census Tract 252031,0.15233558
00000000000000001c2c,17Census Tract 130331,0.144858999
00000000000000001c2d,17Census Tract 190231,0.134258255
00000000000000001c2e,17Census Tract 190331,0.117408144
00000000000000001c2f,17Census Tract 190831,0.122989065
00000000000000001c30,17Census Tract 260131,0.105881149
00000000000000001c31,17Census Tract 260231,0.130683596
00000000000000001c32,17Census Tract 530131,0.175460575
00000000000000001c33,17Census Tract 61831,0.081037165
00000000000000001c34,17Census Tract 410231,0.126798882
00000000000000001c35,17Census Tract 8036.0631,0.166775662
00000000000000001c36,17Census Tract 222931,0.115086543
00000000000000001c37,17Census Tract 241031,0.106932141
00000000000000001c38,17Census Tract 190931,0.170368638
00000000000000001c39,17Census Tract 191231,0.146681923
00000000000000001c3a,17Census Tract 200131,0.140693343
00000000000000001c3b,17Census Tract 200231,0.13089672
00000000000000001c3c,17Census Tract 200331,0.127395077
00000000000000001c3d,17Census Tract 222731,0.120881267
00000000000000001c3e,17Census Tract 230131,0.1236505
00000000000000001c3f,17Census Tract 230231,0.13367191
00000000000000001c40,17Census Tract 230331,0.13091834
00000000000000001c41,17Census Tract 230431,0.105887835
00000000000000001c42,17Census Tract 230531,0.086388932
00000000000000001c43,17Census Tract 351131,0.204574983
00000000000000001c44,17Census Tract 611731,0.187430588
00000000000000001c45,17Census Tract 300531,0.103818565
00000000000000001c46,17Census Tract 817331,0.169295285
00000000000000001c47,17Census Tract 381531,0.125414087
00000000000000001c48,17Census Tract 420531,0.120493732
00000000000000001c4d,17Census Tract 81931,0.089944058
00000000000000001c4e,17Census Tract 222831,0.114539511
00000000000000001c4f,17Census Tract 50831,0.107024566
00000000000000001c51,17Census Tract 210431,0.12136943
00000000000000001c52,17Census Tract 230731,0.101977739
00000000000000001c53,17Census Tract 230831,0.109615744
00000000000000001c54,17Census Tract 230931,0.110642448
00000000000000001c55,17Census Tract 580831,0.128155952
00000000000000001c56,17Census Tract 380731,0.145108351
00000000000000001c57,17Census Tract 230631,0.107129082
00000000000000001c58,17Census Tract 242331,0.105760137
00000000000000001c59,17Census Tract 242231,0.094372702
00000000000000001c5a,17Census Tract 32131,0.100743437
00000000000000001c5b,17Census Tract 300831,0.092224748
00000000000000001c5d,17Census Tract 61031,0.073916314
00000000000000001c5e,17Census Tract 210731,0.109957632
00000000000000001c5f,17Census Tract 291631,0.090729578
00000000000000001c60,17Census Tract 400431,0.159866682
00000000000000001c61,17Census Tract 191131,0.13190184
00000000000000001c62,17Census Tract 62231,0.08873784
00000000000000001c63,17Census Tract 611231,0.155898759
00000000000000001c64,17Census Tract 300931,0.08834302
00000000000000001c65,17Census Tract 61131,0.086906835
00000000000000001c66,17Census Tract 61531,0.077871786
00000000000000001c67,17Census Tract 62031,0.093259258
00000000000000001c68,17Census Tract 62131,0.069501674
00000000000000001c69,17Census Tract 90231,0.161623291
00000000000000001c6a,17Census Tract 90131,0.167887329
00000000000000001c6b,17Census Tract 260431,0.12151313
00000000000000001c6c,17Census Tract 351531,0.222046199
00000000000000001c6d,17Census Tract 210831,0.099254342
00000000000000001c6f,17Census Tract 81131,0.030331988
00000000000000001c70,17Census Tract 63031,0.083585101
00000000000000001c71,17Census Tract 241231,0.105555519
00000000000000001c72,17Census Tract 31231,0.079724501
00000000000000001c73,17Census Tract 62531,0.108523187
00000000000000001c74,17Census Tract 62631,0.110751094
00000000000000001c75,17Census Tract 62731,0.095202751
00000000000000001c76,17Census Tract 62831,0.110930903
00000000000000001c77,17Census Tract 62931,0.115436021
00000000000000001c78,17Census Tract 62431,0.103360618
00000000000000001c79,17Census Tract 63131,0.077524251
00000000000000001c7b,17Census Tract 63431,0.067458957
00000000000000001c7c,17Census Tract 837031,0.150402572
00000000000000001c7d,17Census Tract 7709.0131,0.15411856
00000000000000001c7e,17Census Tract 832431,0.098361806
00000000000000001c7f,17Census Tract 832931,0.114659265
00000000000000001c80,17Census Tract 840331,0.106890469
00000000000000001c81,17Census Tract 838631,0.167668429
00000000000000001c82,17Census Tract 839631,0.154396609
00000000000000001c83,17Census Tract 306.0331,0.072120871
00000000000000001c84,17Census Tract 832231,0.10603303
00000000000000001c85,17Census Tract 836631,0.10641291
00000000000000001c86,17Census Tract 842831,0.103345232
00000000000000001c87,17Census Tract 834231,0.139683961
00000000000000001c88,17Census Tract 838031,0.125789475
00000000000000001c89,17Census Tract 107.0231,0.0856709
00000000000000001c8a,17Census Tract 105.0331,0.09523807
00000000000000001c8b,17Census Tract 105.0231,0.096819391
00000000000000001c8c,17Census Tract 107.0131,0.132605573
00000000000000001c8d,17Census Tract 209.0231,0.117801895
00000000000000001c8e,17Census Tract 203.0231,0.163982328
00000000000000001c8f,17Census Tract 206.0131,0.118004165
00000000000000001c90,17Census Tract 203.0131,0.155514985
00000000000000001c91,17Census Tract 7608.0331,0.137480097
00000000000000001c92,17Census Tract 5305.0131,0.186017986
00000000000000001c94,17Census Tract 6503.0131,0.148642098
00000000000000001c95,17Census Tract 6503.0231,0.13786074
00000000000000001c97,17Census Tract 832131,0.080996702
00000000000000001c98,17Census Tract 208.0231,0.097807807
00000000000000001c99,17Census Tract 207.0231,0.116511743
00000000000000001c9a,17Census Tract 208.0131,0.09804893
00000000000000001c9b,17Census Tract 402.0231,0.10463173
00000000000000001c9c,17Census Tract 402.0131,0.102866402
00000000000000001c9d,17Census Tract 404.0231,0.133404911
00000000000000001c9e,17Census Tract 315.0131,0.099596535
00000000000000001c9f,17Census Tract 812.0131,0.032229356
00000000000000001ca0,17Census Tract 633.0131,0.067064437
00000000000000001ca1,17Census Tract 4909.0131,0.167095871
00000000000000001ca2,17Census Tract 4909.0231,0.15999762
00000000000000001ca3,17Census Tract 3018.0131,0.101625314
00000000000000001ca4,17Census Tract 7003.0131,0.161966761
00000000000000001ca5,17Census Tract 3017.0231,0.12338284
00000000000000001ca6,17Census Tract 7004.0131,0.171006245
00000000000000001ca7,17Census Tract 8036.1231,0.201269016
00000000000000001ca8,17Census Tract 8047.1331,0.200221533
00000000000000001ca9,17Census Tract 8045.1031,0.19841531
00000000000000001caa,17Census Tract 837431,0.146557857
00000000000000001cab,17Census Tract 837331,0.14098155
00000000000000001cac,17Census Tract 841531,0.139713809
00000000000000001cad,17Census Tract 838731,0.151676213
00000000000000001cae,17Census Tract 1505.0131,0.171405166
00000000000000001caf,17Census Tract 1504.0131,0.13716588
00000000000000001cb0,17Census Tract 1505.0231,0.169006765
00000000000000001cb1,17Census Tract 1105.0231,0.122877993
00000000000000001cb2,17Census Tract 1504.0231,0.141424996
00000000000000001cb3,17Census Tract 1403.0231,0.145266127
00000000000000001cb4,17Census Tract 1403.0131,0.108320025
00000000000000001cb5,17Census Tract 7003.0231,0.153419318
00000000000000001cb6,17Census Tract 5805.0131,0.121615168
00000000000000001cb7,17Census Tract 5805.0231,0.127454646
00000000000000001cb8,17Census Tract 7302.0131,0.170799308
00000000000000001cb9,17Census Tract 3018.0231,0.098058563
00000000000000001cba,17Census Tract 4401.0131,0.101862373
00000000000000001cbb,17Census Tract 3017.0131,0.093346716
00000000000000001cbc,17Census Tract 8062.0231,0.154277419
00000000000000001cbe,17Census Tract 833131,0.09533331
00000000000000001cbf,17Census Tract 833331,0.123958559
00000000000000001cc1,17Census Tract 1407.0231,0.114609098
00000000000000001cc2,17Census Tract 1406.0231,0.112922742
00000000000000001cc3,17Census Tract 1407.0131,0.089170249
00000000000000001cc4,17Census Tract 1605.0231,0.110981276
00000000000000001cc6,17Census Tract 1510.0231,0.121805873
00000000000000001cc7,17Census Tract 1510.0131,0.152185157
00000000000000001cc8,17Census Tract 1904.0231,0.132018372
00000000000000001cc9,17Census Tract 4313.0131,0.134963316
00000000000000001cca,17Census Tract 4313.0231,0.118591117
00000000000000001ccb,17Census Tract 4603.0231,0.181518988
00000000000000001ccc,17Census Tract 4603.0131,0.163528333
00000000000000001ccd,17Census Tract 7005.0131,0.171260336
00000000000000001cce,17Census Tract 2106.0131,0.119708381
00000000000000001ccf,17Census Tract 8123.0231,0.196882428
00000000000000001cd0,17Census Tract 8128.0231,0.145373606
00000000000000001cd1,17Census Tract 8128.0131,0.122526989
00000000000000001cd2,17Census Tract 8123.0131,0.115072067
00000000000000001cd3,17Census Tract 8138.0231,0.12398681
00000000000000001cd4,17Census Tract 8137.0131,0.110252823
00000000000000001cd6,17Census Tract 840731,0.09759001
00000000000000001cd7,17Census Tract 841631,0.124924439
00000000000000001cd8,17Census Tract 841731,0.109227134
00000000000000001cd9,17Census Tract 1906.0231,0.153197678
00000000000000001cda,17Census Tract 1904.0131,0.136438383
00000000000000001cdb,17Census Tract 1907.0231,0.136163024
00000000000000001cdc,17Census Tract 1913.0231,0.129123253
00000000000000001cdd,17Census Tract 1906.0131,0.200944762
00000000000000001cde,17Census Tract 1913.0131,0.131726616
00000000000000001cdf,17Census Tract 2004.0231,0.106621745
00000000000000001ce0,17Census Tract 2004.0131,0.133696555
00000000000000001ce1,17Census Tract 2209.0231,0.097105129
00000000000000001ce2,17Census Tract 2105.0131,0.099672938
00000000000000001ce3,17Census Tract 1606.0131,0.088472071
00000000000000001ce4,17Census Tract 619.0131,0.078413221
00000000000000001ce5,17Census Tract 840831,0.096055988
00000000000000001ce6,17Census Tract 307.0331,0.075658457
00000000000000001ce8,17Census Tract 307.0231,0.077786679
00000000000000001ce9,17Census Tract 4401.0231,0.137802702
00000000000000001cea,17Census Tract 4402.0231,0.166823045
00000000000000001ceb,17Census Tract 841431,0.117263239
00000000000000001cec,17Census Tract 840131,0.101211186
00000000000000001ced,17Census Tract 839231,0.169107269
00000000000000001cf0,17Census Tract 315.0231,0.08955901
00000000000000001cf1,17Census Tract 814.0231,0.082194822
00000000000000001cf2,17Census Tract 802.0131,0.061088257
00000000000000001cf3,17Census Tract 1406.0131,0.118035997
00000000000000001cf4,17Census Tract 701.0231,0.068008106
00000000000000001cf5,17Census Tract 2105.0231,0.113413887
00000000000000001cfb,17Census Tract 7004.0231,0.171063135
00000000000000001cfd,17Census Tract 812731,0.149265017
00000000000000001cfe,17Census Tract 30831,0.088537766
00000000000000001cff,17Census Tract 31131,0.11209481
00000000000000001d00,17Census Tract 812131,0.176398501
00000000000000001d01,17Census Tract 822031,0.163675892
00000000000000001d03,17Census Tract 31931,0.10096775
00000000000000001d04,17Census Tract 813531,0.135542295
00000000000000001d05,17Census Tract 813631,0.126776773
00000000000000001d09,17Census Tract 611631,0.184533307
00000000000000001d0a,17Census Tract 340431,0.072129337
00000000000000001d0c,17Census Tract 191031,0.128297094
00000000000000001d10,17Census Tract 560431,0.13777498
00000000000000001d11,17Census Tract 710731,0.142053149
00000000000000001d16,17Census Tract 283231,0.186930204
00000000000000001d17,17Census Tract 710331,0.144827354
00000000000000001d24,30Census Tract 11.0131,0.200696971
00000000000000001d26,30Census Tract 931,0.187237484
00000000000000001e0a,32Census Tract 22.1231,0.197649937
1.00E+13,32Census Tract 17.0131,0.17526348
00000000000000001e1d,32Census Tract 10.0831,0.145413011
00000000000000001e1e,32Census Tract 2.0131,0.166141652
1.00E+70,32Census Tract 1.0131,0.10350149
1.00E+72,32Census Tract 2.0231,0.133030691
1.00E+73,32Census Tract 12.0231,0.201391899
1.00E+79,32Census Tract 17.0231,0.151289568
00000000000000001e7f,32Census Tract 18.0131,0.158480831
1.00E+85,32Census Tract 26.1631,0.174736094
00000000000000001e8b,32Census Tract 24.1031,0.191717194
00000000000000001f0a,32Census Tract 19.0131,0.131725345
00000000000000001f0b,32Census Tract 331,0.193588159
00000000000000001f0c,32Census Tract 731,0.159765387
00000000000000001f0d,32Census Tract 931,0.136373484
00000000000000001f0e,32Census Tract 1331,0.212115767
00000000000000001f0f,32Census Tract 1431,0.224111472
00000000000000001f10,32Census Tract 31.1031,0.2131556
00000000000000001f11,32Census Tract 19.0231,0.146709698
00000000000000001f12,32Census Tract 21.0531,0.222257163
00000000000000001f13,32Census Tract 21.0631,0.245035558
00000000000000001f15,32Census Tract 24.0631,0.20155164
00000000000000001f16,32Census Tract 28.0231,0.208959895
00000000000000001f17,32Census Tract 29.0131,0.203137536
00000000000000001f18,32Census Tract 29.0231,0.206240622
00000000000000001f19,32Census Tract 3031,0.191474635
00000000000000001f1a,32Census Tract 31.0631,0.21533451
00000000000000001f43,34Census Tract 181231,0.125364546
00000000000000001f44,34Census Tract 182431,0.124593007
00000000000000001f45,34Census Tract 1817.0231,0.097059584
00000000000000001f46,34Census Tract 124931,0.144334639
00000000000000001f48,34Census Tract 183031,0.110903048
00000000000000001f4b,34Census Tract 1243.2331,0.274627252
00000000000000001f4e,34Census Tract 1246.0131,0.193485222
00000000000000001f50,34Census Tract 175531,0.152152031
00000000000000001f52,34Census Tract 180331,0.162368954
00000000000000001f53,34Census Tract 180631,0.16616788
00000000000000001f7b,34Census Tract 181331,0.143589649
00000000000000001f7c,34Census Tract 181431,0.142050986
00000000000000001f7d,34Census Tract 181531,0.147654975
00000000000000001f80,34Census Tract 182031,0.163139527
00000000000000001f81,34Census Tract 182231,0.106498342
00000000000000001f83,34Census Tract 182931,0.12761348
00000000000000001f84,34Census Tract 182731,0.115328734
00000000000000001f85,34Census Tract 182831,0.115131615
00000000000000001feb,34Census Tract 124831,0.170208814
1111,53Census Tract 268.0233,0.220941818
1116,53Census Tract 21033,0.207123664
1117,53Census Tract 8133,0.039131758
1118,53Census Tract 294.0333,0.262781084
1119,53Census Tract 5433,0.113222285
1129,53Census Tract 292.0533,0.251072653
1140,53Census Tract 10133,0.111443014
1142,53Census Tract 10633,0.170999358
1143,53Census Tract 11833,0.116362643
1144,53Census Tract 226.0333,0.243645916
1145,53Census Tract 226.0633,0.223105389
1149,53Census Tract 11333,0.244010237
0000000000000000114b,53Census Tract 22533,0.199383468
0000000000000000114d,53Census Tract 20333,0.195786436
0000000000000000115a,53Census Tract 107.0133,0.282675071
1166,53Census Tract 100.0133,0.265919054
1168,53Census Tract 322.1233,0.29262178
0000000000000000117d,53Census Tract 219.0333,0.214524939
1185,53Census Tract 268.0133,0.207942053
1187,53Census Tract 26533,0.226651803
0000000000000000118c,53Census Tract 27933,0.18700216
1190,53Census Tract 284.0333,0.185131621
1195,53Census Tract 294.0633,0.312449109
1199,53Census Tract 305.0433,0.209382135
0000000000000000119c,53Census Tract 303.0933,0.264223109
0000000000000000119e,53Census Tract 303.1133,0.25392684
000000000000000011a3,53Census Tract 288.0233,0.181814477
000000000000000011a7,53Census Tract 26133,0.269054227
000000000000000011b7,53Census Tract 6033,0.187814024
000000000000000011b8,53Census Tract 6633,0.075942534
000000000000000011b9,53Census Tract 6733,0.166328344
000000000000000011ca,53Census Tract 4733,0.103273456
000000000000000011cb,53Census Tract 4833,0.188228924
000000000000000011d1,53Census Tract 80.0133,0.031619031
000000000000000011d8,53Census Tract 8933,0.07042865
000000000000000011ed,53Census Tract 260.0233,0.250337776
000000000000000011ef,53Census Tract 133,0.15899928
000000000000000011f2,53Census Tract 4.0133,0.187160677
000000000000000011f3,53Census Tract 633,0.197569528
000000000000000011f6,53Census Tract 1433,0.222294814
000000000000000011f7,53Census Tract 1633,0.165265522
1201,53Census Tract 3133,0.17639788
1202,53Census Tract 3233,0.105024412
1207,53Census Tract 58.0133,0.140177675
0000000000000000120a,53Census Tract 4933,0.160748198
0000000000000000120e,53Census Tract 5933,0.185686421
0000000000000000120f,53Census Tract 6133,0.122877248
1213,53Census Tract 111.0233,0.115730379
0000000000000000122f,53Census Tract 5233,0.153508654
1230,53Census Tract 9233,0.055678611
1233,53Census Tract 2033,0.245667463
1236,53Census Tract 2633,0.216929828
1.80E+05,24Census Tract 8059.0933,0.242909982
1903,24Census Tract 8067.1333,0.223600174
1904,24Census Tract 8048.0233,0.214419264
1924,24Census Tract 8052.0233,0.257938972
1928,24Census Tract 805733,0.275551593
000000000000000010fd,53Census Tract 222.0133,0.23854405
000000000000000010fe,53Census Tract 222.0233,0.24002814
1110,53Census Tract 3833,0.196435251
1112,53Census Tract 232.0233,0.214205603
1113,53Census Tract 7933,0.190312059
1114,53Census Tract 25533,0.243601502
1115,53Census Tract 2533,0.230563726
0000000000000000111a,53Census Tract 8633,0.148624897
1124,53Census Tract 238.0433,0.135933855
1126,53Census Tract 43.0233,0.175807409
1127,53Census Tract 100.0233,0.19633242
1128,53Census Tract 17.0233,0.220380902
0000000000000000113c,53Census Tract 220.0333,0.249631451
0000000000000000113d,53Census Tract 220.0533,0.224901919
0000000000000000113e,53Census Tract 97.0233,0.242992553
0000000000000000113f,53Census Tract 9833,0.206225469
1141,53Census Tract 10333,0.215206722
1146,53Census Tract 111.0133,0.212401098
1147,53Census Tract 232.0133,0.222970813
1148,53Census Tract 12033,0.229374285
0000000000000000114a,53Census Tract 74.0133,0.117372945
0000000000000000114c,53Census Tract 20233,0.225353246
0000000000000000114e,53Census Tract 228.0133,0.2606324
0000000000000000114f,53Census Tract 228.0233,0.234305239
1150,53Census Tract 229.0133,0.236239583
1151,53Census Tract 204.0233,0.226326407
1152,53Census Tract 20533,0.20679283
1153,53Census Tract 20733,0.179417383
1156,53Census Tract 17.0133,0.194407057
1157,53Census Tract 104.0133,0.241524702
0000000000000000115b,53Census Tract 110.0133,0.222500521
0000000000000000115c,53Census Tract 256.0133,0.261006683
0000000000000000115d,53Census Tract 258.0533,0.265883082
0000000000000000115e,53Census Tract 300.0533,0.231532559
1164,53Census Tract 43.0133,0.197762155
1165,53Census Tract 74.0233,0.100981268
1167,53Census Tract 110.0233,0.202266035
1179,53Census Tract 11533,0.223652657
0000000000000000117a,53Census Tract 236.0333,0.238435438
0000000000000000117b,53Census Tract 236.0433,0.266797565
0000000000000000117c,53Census Tract 220.0633,0.22773959
0000000000000000117e,53Census Tract 219.0533,0.262840251
1186,53Census Tract 27133,0.257691982
1189,53Census Tract 27533,0.214664435
0000000000000000118d,53Census Tract 28033,0.215547181
0000000000000000118e,53Census Tract 293.0333,0.250696484
0000000000000000118f,53Census Tract 294.0533,0.283795229
1191,53Census Tract 294.0733,0.231582508
1192,53Census Tract 294.0833,0.270948047
1193,53Census Tract 295.0333,0.211734609
1194,53Census Tract 295.0433,0.248374243
0000000000000000119a,53Census Tract 308.0233,0.235724104
0000000000000000119b,53Census Tract 302.0233,0.228791249
0000000000000000119d,53Census Tract 303.1033,0.259171976
0000000000000000119f,53Census Tract 303.1233,0.253691554
000000000000000011a1,53Census Tract 251.0133,0.271092494
000000000000000011a2,53Census Tract 28733,0.21203359
000000000000000011a4,53Census Tract 25233,0.271789969
000000000000000011a5,53Census Tract 25433,0.228065548
000000000000000011a6,53Census Tract 260.0133,0.254305653
000000000000000011a8,53Census Tract 289.0233,0.209429257
000000000000000011a9,53Census Tract 290.0333,0.239896469
000000000000000011aa,53Census Tract 290.0433,0.194210539
000000000000000011ab,53Census Tract 292.0333,0.197614724
000000000000000011ac,53Census Tract 323.2533,0.289632083
000000000000000011ad,53Census Tract 80.0233,0.080594478
000000000000000011ae,53Census Tract 323.2433,0.247230583
000000000000000011af,53Census Tract 10533,0.190484542
000000000000000011b1,53Census Tract 319.0833,0.295777289
000000000000000011ba,53Census Tract 6833,0.215220048
000000000000000011bb,53Census Tract 6933,0.224916878
000000000000000011bc,53Census Tract 303.0833,0.26333555
000000000000000011bd,53Census Tract 4.0233,0.216628611
000000000000000011be,53Census Tract 1133,0.250988676
000000000000000011bf,53Census Tract 1233,0.17751896
000000000000000011c0,53Census Tract 1333,0.180036189
000000000000000011c6,53Census Tract 3533,0.22947855
000000000000000011c7,53Census Tract 4233,0.20584825
000000000000000011c8,53Census Tract 3433,0.210859669
000000000000000011c9,53Census Tract 4533,0.182380659
000000000000000011ce,53Census Tract 8433,0.100201331
000000000000000011cf,53Census Tract 7333,0.075977669
000000000000000011d0,53Census Tract 7533,0.141416635
000000000000000011d2,53Census Tract 8233,0.092960522
000000000000000011d3,53Census Tract 8333,0.087940342
000000000000000011d4,53Census Tract 8533,0.110571576
000000000000000011d5,53Census Tract 9033,0.165596694
000000000000000011d6,53Census Tract 8733,0.189231069
000000000000000011d7,53Census Tract 8833,0.222481793
000000000000000011d9,53Census Tract 9133,0.113068982
000000000000000011db,53Census Tract 1033,0.228281934
000000000000000011df,53Census Tract 7633,0.191915469
000000000000000011ec,53Census Tract 249.0233,0.281336082
000000000000000011ee,53Census Tract 300.0433,0.234194192
000000000000000011f0,53Census Tract 233,0.247532688
000000000000000011f1,53Census Tract 333,0.215432918
000000000000000011f4,53Census Tract 733,0.209332002
000000000000000011f5,53Census Tract 833,0.244561635
000000000000000011f8,53Census Tract 2833,0.185303249
000000000000000011ff,53Census Tract 6533,0.232068842
1200,53Census Tract 7233,0.088242422
1203,53Census Tract 3333,0.188780291
1205,53Census Tract 3633,0.165912227
1206,53Census Tract 3933,0.20053178
1208,53Census Tract 238.0333,0.139331819
1209,53Census Tract 7733,0.214416209
0000000000000000120b,53Census Tract 5033,0.176492079
0000000000000000120c,53Census Tract 53.0133,0.114259228
0000000000000000120d,53Census Tract 6433,0.238494905
1211,53Census Tract 7033,0.184844867
1212,53Census Tract 30733,0.20815921
1214,53Census Tract 258.0333,0.23571871
1215,53Census Tract 3033,0.22170586
1216,53Census Tract 4433,0.202476142
1217,53Census Tract 26633,0.220162425
1218,53Census Tract 7133,0.122912397
0000000000000000121a,53Census Tract 2733,0.198011038
1221,53Census Tract 104.0233,0.209617188
1222,53Census Tract 107.0233,0.230924598
1223,53Census Tract 114.0233,0.186964014
1224,53Census Tract 114.0133,0.227449007
0000000000000000122e,53Census Tract 5133,0.216708399
1231,53Census Tract 1833,0.171648569
1232,53Census Tract 1933,0.20675891
